metascore,rotten_tomatoes_rating,meta_critic_rating,budget,metascore_missing,rotten_tomatoes_rating_missing,meta_critic_rating_missing,budget_missing,total_wins,total_noms,oscar_wins,oscar_noms,bafta_wins,bafta_noms,release_date,release_year,release_month,release_day,is_weekend,is_holiday_season,movie_age,production_country_name,spoken_languages,first_billing_actor,second_billing_actor,third_billing_actor,main_director,main_writer,secondary_writer,imdb_rating,imdb_votes,title,tmdb_vote_count,tmdb_vote_average,genre_names,runtime_in_min,tmdb_popularity,production_company_name,age_rating
78.0,79.0,78.0,25000000.0,0,0,0,0,14,37,0,0,0,0,2002-10-11,2002,10,11,1,0,23,United States of America,English,Adam Sandler,Emily Watson,Philip Seymour Hoffman,Paul Thomas Anderson,Paul Thomas Anderson,Missing_data,7.3,183519.0,Punch-Drunk Love,2368,7.128,"Romance, Drama, Comedy",96.0,20.332,"Columbia Pictures, Revolution Studios, New Line Cinema, JoAnne Sellar Productions, Ghoulardi Film Company",R
65.0,61.0,65.0,18000000.0,0,0,0,0,0,3,0,0,0,0,1992-09-18,1992,9,18,1,0,33,United States of America,English,Brendan Fraser,Matt Damon,Chris O'Donnell,Robert Mandel,Dick Wolf,Darryl Ponicsan,6.9,27907.0,School Ties,397,6.5,Drama,106.0,9.891,Paramount Pictures,PG-13
10.149253370177762,16.0,10.281240793505052,14400000.0,1,0,1,0,0,2,0,0,0,0,2011-10-14,2011,10,14,1,0,14,"Others,United Kingdom",English,Laura Brent,Xavier Samuel,Kris Marshall,Stephan Elliott,Dean Craig,Missing_data,5.7,13685.0,A Few Best Men,432,5.7,Comedy,96.0,5.667,"Screen Australia, Quickfire Films, Screen NSW, Parabolic Pictures, Stable Way Entertainment, Unthank Films, Story Bridge Films, Ingenious Broadcasting, Auburn Entertainment",Not Rated
33.0,21.0,33.0,20000000.0,0,0,0,0,4,10,0,0,0,0,2010-03-31,2010,3,31,0,0,15,United States of America,English,Miley Cyrus,Liam Hemsworth,Greg Kinnear,Julie Anne Robinson,Nicholas Sparks,Jeff Van Wie,6.0,93589.0,The Last Song,3311,7.238,"Drama, Family, Romance",107.0,12.611,"Touchstone Pictures, HopeTown Entertainment",PG
43.0,49.0,43.0,61000000.0,0,0,0,0,2,5,0,0,0,0,2015-09-09,2015,9,9,0,0,10,United States of America,English,Dylan O'Brien,Kaya Scodelario,Thomas Brodie-Sangster,Wes Ball,T.S. Nowlin,James Dashner,6.3,287122.0,Maze Runner: The Scorch Trials,10458,6.729,"Science Fiction, Action, Thriller, Adventure",131.0,50.148,"Temple Hill Entertainment, The Gotham Group, TSG Entertainment, 20th Century Fox",PG-13
9.0,1.0,9.0,20000000.0,0,0,0,0,4,4,0,0,0,0,2005-01-28,2005,1,28,1,0,20,"Canada,Germany,United States of America",English,Christian Slater,Tara Reid,Stephen Dorff,Uwe Boll,Elan Mastai,Michael Roesch,2.4,47601.0,Alone in the Dark,614,3.228,"Action, Fantasy, Horror",98.0,15.543,"Boll Kino Beteiligungs GmbH & Co. KG, Brightlight Pictures, Herold Productions, Infogrames Entertainment, AITD Productions",R
73.0,89.0,73.0,19000000.0,0,0,0,0,3,8,0,0,3,0,1982-12-18,1982,12,18,1,1,43,United States of America,English,Robert De Niro,Jerry Lewis,Diahnne Abbott,Martin Scorsese,Paul D. Zimmerman,Missing_data,7.8,123002.0,The King of Comedy,2338,7.776,"Drama, Comedy",109.0,16.117,"Embassy International Pictures, 20th Century Fox",PG
45.0,36.0,45.0,25000000.0,0,0,0,0,2,0,0,0,0,0,1991-03-22,1991,3,22,1,0,34,"Others,United States of America",English,Paige Turco,David Warner,Michelan Sisti,Michael Pressman,Kevin Eastman,Peter Laird,6.0,61965.0,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1152,6.174,"Science Fiction, Adventure, Action, Comedy, Family",88.0,16.831,"Orange Sky Golden Harvest, New Line Cinema, Mirage Studios",PG
79.0,88.0,79.0,36000000.0,0,0,0,0,22,35,22,2,0,0,1996-12-25,1996,12,25,0,1,29,United States of America,English,Woody Harrelson,Courtney Love,Edward Norton,Milos Forman,Scott Alexander,Larry Karaszewski,7.3,101951.0,The People vs. Larry Flynt,1131,6.964,Drama,130.0,12.512,"Columbia Pictures, Phoenix Pictures, Ixtlan Productions",R
63.0,71.0,63.0,120000.0,0,0,0,0,2,6,0,0,0,0,2003-10-26,2003,10,26,1,0,22,United States of America,English,Blanchard Ryan,Daniel Travis,Saul Stein,Chris Kentis,Chris Kentis,Missing_data,5.8,57551.0,Open Water,1064,5.533,"Drama, Thriller, Horror",79.0,13.134,"Plunge Pictures LLC, Lions Gate Films, EastGate Films",R
45.0,67.0,45.0,1200000.0,0,0,0,0,0,0,0,0,0,0,1983-03-25,1983,3,25,1,0,42,United States of America,English,Randy Norton,Cynthia Leake,Steve Sandor,Ralph Bakshi,Ralph Bakshi,Frank Frazetta,6.5,13196.0,Fire and Ice,302,6.697,"Animation, Fantasy, Science Fiction",81.0,13.586,"Polyc International BV, 20th Century Fox, PSO",PG
29.0,10.0,29.0,42000000.0,0,0,0,0,0,5,0,0,0,0,2011-03-10,2011,3,10,0,0,14,"Canada,United States of America",English,Amanda Seyfried,Lukas Haas,Gary Oldman,Catherine Hardwicke,David Leslie Johnson-McGoldrick,Missing_data,5.4,117160.0,Red Riding Hood,3159,5.985,"Thriller, Drama, Fantasy, Mystery, Horror",100.0,17.521,"Appian Way, Random Films, Warner Bros. Pictures",PG-13
43.0,27.0,43.0,60000000.0,0,0,0,0,3,2,0,0,0,0,2003-12-25,2003,12,25,0,1,22,"Canada,United States of America",English,Ben Affleck,Aaron Eckhart,Uma Thurman,John Woo,Philip K. Dick,Dean Georgaris,6.3,114800.0,Paycheck,1832,6.211,"Action, Adventure, Mystery, Science Fiction, Thriller",119.0,14.989,"Paramount Pictures, Davis Entertainment, Lion Rock Productions, Solomon/Hackett Productions, DreamWorks Pictures",PG-13
37.0,30.0,37.0,9209779.790188352,0,0,0,1,2,0,0,0,0,0,2014-09-04,2014,9,4,0,0,11,United States of America,English,Anton Yelchin,Ashley Greene,Alexandra Daddario,Joe Dante,Alan Trezza,Missing_data,5.4,11805.0,Burying the Ex,483,5.5,"Comedy, Horror",89.0,11.316,"ArtImage Entertainment, Scooty Woop Entertainment, Voltage Pictures",R
52.0,45.0,52.0,10000000.0,0,0,0,0,2,5,0,0,0,0,2017-05-18,2017,5,18,0,0,8,United States of America,English,Amandla Stenberg,Nick Robinson,Anika Noni Rose,Stella Meghie,J. Mills Goodloe,Nicola Yoon,6.3,43088.0,"Everything, Everything",3684,7.2,"Drama, Romance",96.0,23.288,"Alloy Entertainment, Itaca Films, Metro-Goldwyn-Mayer, Warner Bros. Pictures",PG-13
50.0,62.0,50.0,12644139.308191406,0,0,0,1,2,6,0,0,0,0,1998-09-24,1998,9,24,0,0,27,United States of America,English,Matthew Lillard,Michael A. Goorjian,Annabeth Gish,James Merendino,James Merendino,Missing_data,7.4,34132.0,SLC Punk,372,7.101,"Comedy, Drama, Crime, Music",97.0,7.514,"Beyond Films, Blue Tulip Productions",R
52.0,68.0,52.0,3747394.487770405,0,0,0,1,7,24,0,0,0,0,2015-10-23,2015,10,23,1,0,10,"Canada,Germany,Others","German,English",Christopher Plummer,Kim Roberts,Amanda Smith,Atom Egoyan,Benjamin August,Missing_data,7.5,28564.0,Remember,714,7.3,"Drama, Thriller, Mystery",94.0,7.602,"Serendipity Point Films, Distant Horizon, Detalle Films, Egoli Tossell Film, Téléfilm Canada",R
54.0,47.0,54.0,14845327.183415907,0,0,0,1,0,3,0,0,0,0,2009-12-04,2009,12,4,1,1,16,"France,Others,United Kingdom,United States of America",English,Eva Green,Juno Temple,María Valverde,Jordan Scott,Ben Court,Caroline Ip,6.6,21464.0,Cracks,401,6.7,"Drama, Mystery, Thriller",104.0,12.638,"Industry Entertainment, Killer Films, John Wells Productions, Handmade Films, Future Films, Légende Films, StudioCanal, Element Pictures, Cracks the Film, Atresmedia, Scott Free Productions",R
39.0,32.70728505723839,39.0,53000000.0,0,1,0,0,3,5,0,0,0,0,2001-05-18,2001,5,18,1,0,24,"Canada,United States of America",English,Jennifer Lopez,Jim Caviezel,Jeremy Sisto,Luis Mandoki,Gerald Di Pego,Missing_data,5.7,25945.0,Angel Eyes,440,6.068,"Drama, Romance, Thriller",102.0,10.886,"The Canton Company, Franchise Pictures, Don Carmody Productions, Morgan Creek Entertainment",R
49.0,46.0,49.0,19000000.0,0,0,0,0,0,0,0,0,0,0,2008-10-16,2008,10,16,0,0,17,United States of America,English,Josh Zuckerman,Clark Duke,Amanda Crew,Sean Anders,Sean Anders,John Morris,6.5,93073.0,Sex Drive,1358,6.368,"Comedy, Adventure, Romance",109.0,25.945,"Summit Entertainment, Alloy Entertainment, Goldcrest",R
91.0,96.0,91.0,1000000.0,0,0,0,0,65,61,65,0,0,0,2015-06-11,2015,6,11,0,1,10,"France,Others","Others,German",Géza Röhrig,Levente Molnár,Urs Rechn,László Nemes,László Nemes,Clara Royer,7.4,52784.0,Son of Saul,1077,7.147,"War, Drama, Thriller",107.0,9.452,"Hungarian National Film Fund, Laokoon Filmgroup, Playtime, Mozinet",R
50.0,43.0,50.0,300000000.0,0,0,0,0,23,51,23,2,0,0,2007-05-19,2007,5,19,1,0,18,United States of America,English,Johnny Depp,Orlando Bloom,Keira Knightley,Gore Verbinski,Ted Elliott,Terry Rossio,7.1,710139.0,Pirates of the Caribbean: At World's End,14516,7.257,"Adventure, Fantasy, Action",169.0,99.378,"Jerry Bruckheimer Films, Second Mate Productions, Walt Disney Pictures",PG-13
50.0,33.0,50.0,12000000.0,0,0,0,0,0,0,0,0,0,0,1995-10-20,1995,10,20,1,0,30,United States of America,English,Christina Ricci,Demi Moore,Rosie O'Donnell,Lesli Linka Glatter,I. Marlene King,Missing_data,6.8,33393.0,Now and Then,436,6.877,"Comedy, Drama, Romance",100.0,10.118,New Line Cinema,PG-13
49.0,48.0,49.0,51000000.0,0,0,0,0,2,4,0,0,0,0,2000-06-22,2000,6,22,0,1,25,United States of America,"English,German",Jim Carrey,Renée Zellweger,Anthony Anderson,Bobby Farrelly,Peter Farrelly,Mike Cerrone,6.6,255879.0,"Me, Myself & Irene",3907,6.593,Comedy,116.0,29.113,"Conundrum Entertainment, 20th Century Fox",R
70.0,93.0,70.0,46000000.0,0,0,0,0,8,21,8,1,0,0,1996-11-22,1996,11,22,1,1,29,United States of America,English,Patrick Stewart,Jonathan Frakes,Brent Spiner,Jonathan Frakes,Gene Roddenberry,Rick Berman,7.6,134193.0,Star Trek: First Contact,1783,7.3,"Science Fiction, Action, Adventure, Thriller",111.0,17.703,Paramount Pictures,PG-13
35.0,16.0,35.0,5000000.0,0,0,0,0,1,2,0,0,0,0,2013-02-28,2013,2,28,0,0,12,United States of America,English,Ashley Bell,Julia Garner,Spencer Treat Clark,Ed Gass-Donnelly,Damien Chazelle,Ed Gass-Donnelly,4.0,17139.0,The Last Exorcism Part II,541,4.611,"Horror, Thriller",88.0,19.166,"CBS Films, StudioCanal, Arcade Pictures",PG-13
10.540235112738525,35.922347673910984,10.58612930653418,23197752.933994733,1,1,1,1,0,0,0,0,0,0,2018-08-02,2018,8,2,0,0,7,United States of America,English,William Moseley,Poppy Drayton,Loreto Peralta,Blake Harris,Blake Harris,Hans Christian Andersen,4.3,9666.0,The Little Mermaid,835,5.0,"Family, Adventure, Fantasy, Romance, Drama",98.0,13.705,"Kingsway Productions, MVP Studios, Conglomerate Media",PG
81.0,100.0,81.0,15342078.56395505,0,0,0,1,38,9,0,0,0,0,2005-05-27,2005,5,27,1,0,20,Canada,French,Michel Côté,Marc-André Grondin,Danielle Proulx,Jean-Marc Vallée,Jean-Marc Vallée,François Boulay,7.8,34365.0,C.R.A.Z.Y.,462,7.5,"Comedy, Drama",126.0,10.418,"Cirrus Communications, Crazy Films",Not Rated
57.0,57.0,57.0,11500000.0,0,0,0,0,0,3,0,0,0,0,1985-04-26,1985,4,26,1,0,40,United States of America,English,Joyce Hyser,Clayton Rohner,Billy Jayne,Lisa Gottlieb,Dennis Feldman,Jeff Franklin,6.5,18481.0,Just One of the Guys,306,6.5,"Comedy, Romance",100.0,13.049,"Triton, Summa Entertainment Group, Columbia Pictures",PG-13
62.0,73.0,62.0,50000000.0,0,0,0,0,3,10,0,0,0,0,2004-12-10,2004,12,10,1,1,21,United States of America,"English,Others,French,German,Italian",Bill Murray,Owen Wilson,Anjelica Huston,Wes Anderson,Wes Anderson,Noah Baumbach,7.2,214310.0,The Life Aquatic with Steve Zissou,2907,7.1,"Adventure, Comedy, Drama",119.0,15.472,"American Empirical Pictures, Touchstone Pictures, Scott Rudin Productions",R
11.515624566109091,72.44497939575666,11.875230165678595,9806803.872057954,1,1,1,1,9,7,0,0,0,0,1981-12-23,1981,12,23,0,1,44,"France,Others",Italian,Alberto Sordi,Paolo Stoppa,Caroline Berg,Mario Monicelli,Bernardino Zapponi,Leonardo Benvenuti,7.7,3950.0,The Marquis of Grillo,466,7.8,Comedy,139.0,5.558,"Gaumont, Opera Film Produzione",Not Rated
43.0,23.0,43.0,25000000.0,0,0,0,0,0,0,0,0,0,0,2006-10-20,2006,10,20,1,0,19,United States of America,English,Jennifer Garner,Timothy Olyphant,Kevin Smith,Susannah Grant,Susannah Grant,Missing_data,5.9,29117.0,Catch and Release,570,5.9,"Comedy, Drama, Romance",111.0,9.69,"Relativity Media, Columbia Pictures",PG-13
48.0,52.0,48.0,94000000.0,0,0,0,0,0,8,0,0,0,0,2018-03-05,2018,3,5,0,0,7,"Others,United Kingdom,United States of America",English,Alicia Vikander,Dominic West,Walton Goggins,Roar Uthaug,Geneva Robertson-Dworet,Alastair Siddons,6.3,232471.0,Tomb Raider,7877,6.4,"Action, Adventure, Fantasy",118.0,31.68,"Square Enix, GK Films, Metro-Goldwyn-Mayer, Warner Bros. Pictures",PG-13
11.090657007448236,68.0,11.117521925627317,4000000.0,1,0,1,0,3,0,0,0,0,0,1969-12-17,1969,12,17,0,1,56,United States of America,"English,French,Others,Spanish",Frederick Stafford,Dany Robin,John Vernon,Alfred Hitchcock,Leon Uris,Samuel A. Taylor,6.2,20201.0,Topaz,383,6.033,"Drama, Thriller",127.0,8.454,"Universal Pictures, Alfred J. Hitchcock Productions",M/PG
78.0,93.0,78.0,500000.0,0,0,0,0,2,5,0,0,0,0,1985-12-14,1985,12,14,1,1,40,Others,Others,Jackie Chan,Maggie Cheung,Brigitte Lin,Jackie Chan,Jackie Chan,Edward Tang,7.5,43557.0,Police Story,900,7.529,"Action, Crime, Thriller",99.0,21.878,"Golden Way Films Ltd., Paragon Films, Orange Sky Golden Harvest",PG-13
57.0,52.0,57.0,1000000.0,0,0,0,0,2,3,0,0,0,0,2014-07-18,2014,7,18,1,1,11,United States of America,English,Michael Pitt,Steven Yeun,Astrid Bergès-Frisbey,Mike Cahill,Mike Cahill,Missing_data,7.3,136545.0,I Origins,3236,7.581,"Science Fiction, Drama",106.0,18.679,"Bersin Pictures, Verisimilitude, WeWork Studios, Penny Jane Films",R
32.0,25.0,32.0,85000000.0,0,0,0,0,1,6,0,0,0,0,2002-03-14,2002,3,14,0,0,23,United States of America,English,Robert De Niro,Eddie Murphy,Rene Russo,Tom Dey,Jorge Saralegui,Keith Sharon,5.5,65933.0,Showtime,984,5.535,"Action, Comedy",95.0,9.308,"Material, NPV Entertainment, Tribeca Productions, Village Roadshow Pictures",PG-13
28.0,19.0,28.0,10000000.0,0,0,0,0,2,2,0,0,0,0,2007-01-19,2007,1,19,1,0,18,"United States of America,United Kingdom",English,Sean Bean,Sophia Bush,Zachary Knighton,Dave Meyers,Eric Red,Jake Wade Wall,5.6,46239.0,The Hitcher,931,5.9,"Crime, Horror, Thriller",84.0,7.619,"Intrepid Pictures, Platinum Dunes, Focus Features, Rogue Pictures",R
12.174096872640007,89.0,12.289486326987332,3500000.0,1,0,1,0,5,11,5,4,0,0,1972-12-10,1972,12,10,1,1,53,United Kingdom,"Italian,English",Laurence Olivier,Michael Caine,Alec Cawthorne,Joseph L. Mankiewicz,Anthony Shaffer,Missing_data,7.9,50869.0,Sleuth,626,7.7,"Thriller, Mystery, Crime, Comedy",138.0,9.044,Palomar Pictures International,PG
93.0,92.0,93.0,12000407.399151502,0,0,0,1,13,16,13,0,0,0,1990-10-19,1990,10,19,1,0,35,"Others,United Kingdom,United States of America",English,Jeremy Irons,Glenn Close,Ron Silver,Barbet Schroeder,Alan Dershowitz,Nicholas Kazan,7.2,19547.0,Reversal of Fortune,304,6.7,Drama,111.0,8.237,"Shochiku-Fuji Company, Sovereign Pictures, Reversal Films Inc.",R
76.0,92.0,76.0,4340000.0,0,0,0,0,1,2,0,0,0,0,2022-06-15,2022,6,15,0,1,3,France,"French,Others",Alain Chabat,Léa Drucker,Benoît Magimel,Quentin Dupieux,Quentin Dupieux,Missing_data,6.4,5127.0,Incredible But True,381,6.035,"Comedy, Drama, Fantasy, Mystery",74.0,6.878,"Diaphana Films, WTFilms, Atelier de Production, ARTE France Cinéma",R
50.0,56.0,50.0,10135716.512605827,0,0,0,1,2,11,0,0,0,0,2016-10-14,2016,10,14,1,0,9,"United Kingdom,United States of America","English,Italian",Michael Fassbender,Brendan Gleeson,Lyndsey Marshal,Adam Smith,Alastair Siddons,Missing_data,5.8,9354.0,Trespass Against Us,327,5.8,"Action, Crime, Drama",99.0,8.851,"Potboiler Productions, Protagonist Pictures, Albert Granville, Animal Kingdom, Film4 Productions",R
34.0,27.0,34.0,37500000.0,0,0,0,0,1,0,0,0,0,0,2009-05-01,2009,5,1,1,0,16,United States of America,English,Matthew McConaughey,Jennifer Garner,Emma Stone,Mark Waters,Jon Lucas,Scott Moore,5.8,96366.0,Ghosts of Girlfriends Past,2308,6.0,"Fantasy, Comedy, Romance",115.0,14.847,"Jon Shestack Productions, New Line Cinema",PG-13
53.0,62.0,53.0,5000000.0,0,0,0,0,0,0,0,0,0,0,2012-11-30,2012,11,30,1,1,13,"Canada,United States of America",English,Malcolm McDowell,Jaime King,Donal Logue,Steven C. Miller,Jayson Rothwell,Missing_data,5.2,9956.0,Silent Night,304,5.171,"Comedy, Horror, Thriller, Mystery",94.0,9.245,"Buffalo Gal Pictures, Ember Productions, The Genre Co.",R
55.0,87.0,55.0,4000000.0,0,0,0,0,0,4,0,0,0,0,1988-11-04,1988,11,4,1,1,37,United States of America,English,Roddy Piper,Keith David,Meg Foster,John Carpenter,Ray Nelson,John Carpenter,7.2,152424.0,They Live,3094,7.3,"Science Fiction, Action",93.0,22.549,"Alive Films, Larry Franco Productions",R
11.575477192013182,88.0,11.666412925387325,100000.0,1,0,1,0,0,0,0,0,0,0,1971-09-28,1971,9,28,0,0,54,"United Kingdom,United States of America",English,John Cleese,Michael Palin,Graham Chapman,Ian MacNaughton,Graham Chapman,John Cleese,7.5,31886.0,And Now for Something Completely Different,525,7.2,Comedy,88.0,12.057,"Kettledrum Films, Python (Monty) Pictures Limited, Playboy Enterprises",PG
83.0,96.0,83.0,70000000.0,0,0,0,0,24,22,24,0,0,0,1988-06-21,1988,6,21,0,1,37,United States of America,English,Bob Hoskins,Christopher Lloyd,Joanna Cassidy,Robert Zemeckis,Jeffrey Price,Peter S. Seaman,7.7,222420.0,Who Framed Roger Rabbit,5775,7.528,"Fantasy, Animation, Comedy, Crime",104.0,22.077,"Amblin Entertainment, Silver Screen Partners III, Touchstone Pictures",PG
37.0,20.0,37.0,100000000.0,0,0,0,0,4,4,0,0,0,0,2010-12-08,2010,12,8,0,1,15,"United States of America,United Kingdom,France,Others","English,French,Italian,Others,Spanish",Johnny Depp,Angelina Jolie,Paul Bettany,Florian Henckel von Donnersmarck,Florian Henckel von Donnersmarck,Christopher McQuarrie,6.0,261504.0,The Tourist,5439,6.184,"Action, Thriller, Romance",103.0,17.188,"Spyglass Entertainment, Peninsula Films, StudioCanal, GK Films, Cineroma",PG-13
42.0,43.0,42.0,16000000.0,0,0,0,0,0,5,0,0,0,0,2019-07-11,2019,7,11,0,1,6,United States of America,English,Dave Bautista,Kumail Nanjiani,Mira Sorvino,Michael Dowse,Tripper Clancy,Missing_data,6.2,52524.0,Stuber,1310,6.636,"Action, Comedy",93.0,10.699,GoldDay Productions,R
38.0,24.0,38.0,80000000.0,0,0,0,0,3,2,0,0,0,0,1997-11-26,1997,11,26,0,1,28,United States of America,English,Robin Williams,Marcia Gay Harden,Christopher McDonald,Les Mayfield,Samuel W. Taylor,John Hughes,5.3,96668.0,Flubber,2368,5.647,"Comedy, Family, Science Fiction",93.0,12.548,"Walt Disney Pictures, Great Oaks Entertainment",PG
63.0,86.0,63.0,1000000.0,0,0,0,0,3,11,0,0,0,0,2015-11-27,2015,11,27,1,1,10,United States of America,English,Sally Field,Max Greenfield,Tyne Daly,Michael Showalter,Laura Terruso,Michael Showalter,6.6,22617.0,"Hello, My Name Is Doris",479,6.4,"Comedy, Drama, Romance",95.0,9.0,"Red Crown Productions, Haven Entertainment, Frame Switch, Semi-Formal Productions",R
21.0,6.0,21.0,7000000.0,0,0,0,0,0,0,0,0,0,0,2016-01-14,2016,1,14,0,0,9,"Others,United States of America",English,Rob Schneider,Heather Graham,Ken Jeong,Trevor Wall,Malcolm T. Goldman,Steven Altiere,3.4,10310.0,Norm of the North,341,4.629,"Adventure, Animation, Comedy, Family",86.0,11.113,"Lionsgate, Splash Entertainment, Telegael, Assemblage Entertainment, Mandate International, Dream Factory Group, Discreet Arts Productions",PG
35.0,7.0,35.0,15000000.0,0,0,0,0,2,2,0,0,0,0,2013-09-19,2013,9,19,0,0,12,"Others,France,United Kingdom",English,Naomi Watts,Naveen Andrews,Cas Anvar,Oliver Hirschbiegel,Stephen Jeffreys,Kate Snell,5.6,21040.0,Diana,486,5.6,"Drama, Romance",113.0,10.092,"Ecosse Films, Le Pacte, SCOPE Pictures, Filmgate Films, Film i Väst, MP Film Production",PG-13
49.0,37.0,49.0,33000000.0,0,0,0,0,0,2,0,0,0,0,1993-07-23,1993,7,23,1,1,32,United States of America,English,Dan Aykroyd,Jane Curtin,Robert Knott,Steve Barron,Tom Davis,Dan Aykroyd,5.4,59269.0,Coneheads,928,5.425,"Comedy, Science Fiction",87.0,17.996,Paramount Pictures,PG
47.0,50.0,47.0,30000000.0,0,0,0,0,30,24,30,3,0,0,2004-02-25,2004,2,25,0,0,21,United States of America,Others,Jim Caviezel,Monica Bellucci,Maia Morgenstern,Mel Gibson,Benedict Fitzgerald,Mel Gibson,7.2,256733.0,The Passion of the Christ,4650,7.501,Drama,127.0,60.449,Icon Productions,R
45.0,37.0,45.0,130000000.0,0,0,0,0,3,17,0,0,0,0,2007-06-13,2007,6,13,0,1,18,"Germany,United Kingdom,United States of America","English,Others",Ioan Gruffudd,Jessica Alba,Chris Evans,Tim Story,Don Payne,Mark Frost,5.6,283428.0,Fantastic Four: Rise of the Silver Surfer,7898,5.606,"Science Fiction, Adventure, Action",92.0,50.809,"1492 Pictures, Bernd Eichinger Productions, 20th Century Fox, Constantin Film, Marvel Studios, Ingenious Film Partners",PG
29.0,25.0,29.0,26000000.0,0,0,0,0,7,13,0,0,0,0,2012-12-20,2012,12,20,0,1,13,Others,"Others,English,French,Spanish",Jackie Chan,Shu Qi,Xingtong Yao,Jackie Chan,Frankie Chan,Jackie Chan,6.0,25045.0,Chinese Zodiac,822,6.157,"Action, Adventure",123.0,12.879,"JCE Movies, Golden Harvest Company, Beijing Dragon Garden Culture & Art, Huayi Brothers Pictures, Jackie & JJ Productions, Shanghai Film Group, Emperor Motion Pictures",PG-13
53.0,61.0,53.0,15000000.0,0,0,0,0,4,11,0,0,0,0,1993-04-23,1993,4,23,1,0,32,United States of America,English,Timothy Hutton,Amy Madigan,Michael Rooker,George A. Romero,Stephen King,George A. Romero,6.0,20384.0,The Dark Half,412,6.0,"Mystery, Horror",122.0,10.273,"George A. Romero Productions, Orion Pictures",R
85.0,96.0,85.0,3341948.4274728014,0,0,0,1,31,65,31,1,0,0,2022-09-30,2022,9,30,1,0,3,Others,"Italian,Spanish,French,Others,English",Hola,Tako,Marietta,Jerzy Skolimowski,Ewa Piaskowska,Jerzy Skolimowski,6.7,15323.0,EO,336,6.519,"Drama, Adventure",88.0,8.292,"Skopia Film, Alien Films, HAKA Films, MiC, Regione Lazio",Not Rated
10.83012807216386,47.80311987413413,10.748075530925908,12461774.282646453,1,1,1,1,0,2,0,0,0,0,2005-12-16,2005,12,16,1,1,20,Others,Italian,Leonardo Pieraccioni,Giorgio Panariello,Marjo Berasategui,Leonardo Pieraccioni,Leonardo Pieraccioni,Giovanni Veronesi,5.9,1988.0,I Love You in Every Language in the World,486,5.97,"Romance, Comedy",99.0,4.836,"Medusa Film, Levante",R
65.0,71.0,65.0,686000.0,0,0,0,0,3,2,0,0,0,0,1974-10-11,1974,10,11,1,0,51,Canada,English,Olivia Hussey,Keir Dullea,Margot Kidder,Bob Clark,Roy Moore,Missing_data,7.1,50352.0,Black Christmas,830,6.926,"Horror, Mystery, Thriller",98.0,11.266,"August Films, Film Funding Ltd. of Canada, Vision IV, Canadian Film Development Corporation, Famous Players",R
